据点ID,区分,出货日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121727800,SFC-050SA2-19B-20B,2,RMB,75,,2301,MPTJ,OUT,上海联泰,1190,15
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121847300,SFC-060SA2-24B-28B,4,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,16
MPSH,3,20220110,20220107,OUT,BITPASS,8000,126037600,SFC-040SA2-12B-20B,2,RMB,53,,2301,MPTJ,OUT,上海联泰,1190,17
MPSH,3,20220110,20220107,OUT,BITPASS,8000,,SFC-060DA2-28B-32B,2,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,18
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121830900,SFC-060DA2-28B-28B,2,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,19
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121830500,SFC-050SA2-20B-24B,1,RMB,75,,2301,MPTJ,OUT,上海联泰,1190,20
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121603600,SFC-050SA2-16B-20B,1,RMB,75,,2301,MPTJ,OUT,上海联泰,1190,21
MPSH,3,20220110,20220107,OUT,BITPASS,8000,,BXL-08-10N-004-24V-14,1,RMB,217,,1401,MPTJ,OUT,北京北一,9099,22
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121960500,SFC-060DA2-16B-16B,10,RMB,159,,2301,MPTJ,OUT,昆山杰士德,1190,23
MPSH,3,20220110,20220107,OUT,BITPASS,8000,,ALS-095ARN-35BHA-40BHA,1,RMB,318,,2202,MPTJ,OUT,上海东富龙,1820,24
MPSH,3,20220110,20220107,OUT,BITPASS,8000,,ALS-095ARN-40BHA-40BHA,1,RMB,318,,2202,MPTJ,OUT,上海东富龙,1820,25
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121292700,SFC-010DA2-8B-8B,18,RMB,60,,2301,MPTJ,OUT,昆山杰士德,1190,26
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,5,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,27
MPSH,3,20220110,20220107,OUT,BITPASS,8000,,ALS-040ARN-16BHA-19BHA,30,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,28
MPSH,3,20220110,20220107,OUT,BITPASS,8000,,ALS-040ARN-14BHA-16BHA,60,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,29
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121375600,SFC-030DA2-10B-11B,2,RMB,61,,2301,MPTJ,OUT,瑞声光电,1130,30
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,4,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,31
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,6,RMB,58,,2301,MPTJ,OUT,昆山杰士德,1190,32
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,1,RMB,58,,2301,MPTJ,OUT,昆山鸿仕达,1140,33
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,1,RMB,58,,2301,MPTJ,OUT,苏州赛腾,1590,34
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,6,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,35
MPSH,3,20220110,20220107,OUT,BITPASS,8000,121608300,SFC-020DA2-8B-10B,6,RMB,58,,2301,MPTJ,OUT,杭州长川,1510,36
MPSH,3,20220110,20220107,OUT,RUJIANG-SHENZHENG,8000,121695000,SFC-050SA2-14B-16B,3,RMB,75,,2301,MPTJ,OUT,深圳轴心,1190,37
MPSH,3,20220110,20220107,OUT,RUJIANG-SHENZHENG,8000,122731000,SFC-040DA2-17B-19B,2,RMB,73,,2301,MPTJ,OUT,深圳轴心,1190,38
MPSH,3,20220110,20220107,OUT,RUJIANG-SHENZHENG,8000,121758400,SFC-050SA2-17B-24B,5,RMB,75,,2301,MPTJ,OUT,深圳轴心,1190,39
MPSH,3,20220110,20220107,OUT,RUJIANG-SHENZHENG,8000,121852000,SFC-050SA2-19B-24B,2,RMB,75,,2301,MPTJ,OUT,深圳轴心,1190,40
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146000,PSL-G-30,4,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,41
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146000,PSL-G-30,6,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,42
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146000,PSL-G-30,1,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,43
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146000,PSL-G-30,3,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,44
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146000,PSL-G-30,8,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,45
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146000,PSL-G-30,10,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,46
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146100,PSL-G-32,4,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,47
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146100,PSL-G-32,17,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,48
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146100,PSL-G-32,9,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,49
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146200,PSL-G-35,26,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,50
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146200,PSL-G-35,1,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,51
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146200,PSL-G-35,1,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,52
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146200,PSL-G-35,9,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,53
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146400,PSL-G-40,9,RMB,115,,2602,MPTJ,OUT,北一大隈,1090,54
MPSH,3,20220110,20220217,OUT,OKUMA,1000,123146400,PSL-G-40,6,RMB,115,,2602,MPTJ,OUT,北一大隈,1090,55
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146800,PSL-G-50,14,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,56
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123146800,PSL-G-50,20,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,57
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146800,PSL-G-50,12,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,58
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123146800,PSL-G-50,2,RMB,143,,2602,MPTJ,OUT,北一大隈,1090,59
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123948400,PSL-G-70,7,RMB,550,,2602,MPTJ,OUT,北一大隈,1090,60
MPSH,3,20220110,20220125,OUT,OKUMA,1000,123948400,PSL-G-70,10,RMB,550,,2602,MPTJ,OUT,北一大隈,1090,61
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123948400,PSL-G-70,1,RMB,550,,2602,MPTJ,OUT,北一大隈,1090,62
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123154200,PSL-K-25-B,7,RMB,243,,2602,MPTJ,OUT,北一大隈,1090,63
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123154200,PSL-K-25-B,1,RMB,243,,2602,MPTJ,OUT,北一大隈,1090,64
MPSH,3,20220110,20220104,OUT,OKUMA,1000,123004100,SFC-080DA2-35B-35B,1,RMB,352,,2301,MPTJ,OUT,北一大隈,1090,65
MPSH,3,20220110,20220125,OUT,OKUMA,1000,,SFF-080DS-T003,14,RMB,447,,2302,MPTJ,OUT,北一大隈,1090,66
MPSH,3,20220110,20220104,OUT,OKUMA,1000,,SFF-080DS-T003,1,RMB,447,,2302,MPTJ,OUT,北一大隈,1090,67
MPSH,3,20220110,20220224,OUT,OKUMA,1000,,SFF-080DS-T003,2,RMB,447,,2302,MPTJ,OUT,北一大隈,1090,68
MPSH,3,20220110,20220104,OUT,OKUMA,1000,121412300,SFF-080SS-30K-35KS,45,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,69
MPSH,3,20220110,20220125,OUT,OKUMA,1000,121412300,SFF-080SS-30K-35KS,60,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,70
MPSH,3,20220110,20220125,OUT,OKUMA,1000,121365600,SFF-080SS-22K-35KS,14,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,71
MPSH,3,20220110,20220104,OUT,OKUMA,1000,121365600,SFF-080SS-22K-35KS,1,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,72
MPSH,3,20220110,20220224,OUT,OKUMA,1000,121365600,SFF-080SS-22K-35KS,2,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,73
MPSH,3,20220110,20220104,OUT,OKUMA,1000,125242800,SRG-060AS-35K-35KS,15,RMB,171,,2303,MPTJ,OUT,北一大隈,1090,74
MPSH,3,20220110,20220125,OUT,OKUMA,1000,125242800,SRG-060AS-35K-35KS,7,RMB,171,,2303,MPTJ,OUT,北一大隈,1090,75
MPSH,3,20220110,20220104,OUT,OKUMA,1000,125242800,SRG-060AS-35K-35KS,8,RMB,171,,2303,MPTJ,OUT,北一大隈,1090,76
MPSH,3,20220110,20220104,OUT,OKUMA,1000,125242800,SRG-060AS-35K-35KS,3,RMB,171,,2303,MPTJ,OUT,北一大隈,1090,77
