MPIN_Daily_report,,,,,,,,,,,,,,,,,
Branch,Clarification,Date,Requested delivery date,External sales or Internal Sales,Customer,Customer Market Segment,Product Number,Product Model ,Qty. (pcs),Currency (INR),Unit Selling Price per pcs (INR),Unit Purchase Cost per pcs (INR),Product Code,Name of supplier,Production in India,User Name,End user Market segment
MPIN,2,'2021/12/29,'2021/12/25,OUT,REFLEX TECHNOLOGIES PVT LTD,13 - Factory Automation,,ALS-040-R-CLAMP TYPE,2,INR,904,500,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/27,OUT,CLAREO ENGINEERING,80 - Trading Company,,BLS-040-R-12.7B-12.7B,10,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,CLAREO ENGINEERING,80 - Trading Company,,BLS-040-R-12.7B-19B,10,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/28,OUT,SRI DURGA SALES CORPORATION,80 - Trading Company,,ALS-030-R-6B-14B,6,INR,512,420,2202,MPIN,OUT,,9090 - Special purpose machinery
MPIN,2,'2021/12/29,'2021/12/27,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,SFC-025SA2-14B-14B,2,INR,564,241.93,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,Hexamac Industrial Solutions,80 - Trading Company,,ALS-020-R-CLAMP TYPE,5,INR,388,287,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,Hexamac Industrial Solutions,80 - Trading Company,,ALS-065-R-CLAMP TYPE,8,INR,1506,1262,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,Hexamac Industrial Solutions,80 - Trading Company,,ALS-080-R-CLAMP TYPE,2,INR,2558,2149,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,Hexamac Industrial Solutions,80 - Trading Company,,ALS-065-R-EL-P (100),15,INR,332,306,2202,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,Hexamac Industrial Solutions,80 - Trading Company,,ALS-080-R-EL-P (40),5,INR,428,396,2202,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,ALS-055-R-CLAMP TYPE,10,INR,1078,844,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-15B-15B,45,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-19B-19B,40,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-12.7B-12.7B,35,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-10B-10B,30,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-14B-14B,25,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-16B-16B,10,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-13B-13B,5,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-20B-20B,5,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/05,OUT,A.B AUTOMATION,80 - Trading Company,,BLS-040-R-16B-20B,100,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/30,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,ALS-065-R-25B-35B,3,INR,1506,1302,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/30,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,ALS-065-R-24B-25B,1,INR,1506,1302,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-050DA2-14B-16B-A,4,INR,1945,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-050DA2-14B-19B-A,1,INR,1945,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-040DA2-10B-16B-B,4,INR,1692,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-060DA2-11B-25B-B,2,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-060DA2-12B-16B,2,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-060DA2-25B-26B,2,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,CLAREO ENGINEERING,80 - Trading Company,,PSL-G-22,2,INR,1013,628,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,OLE AUTOMATION INDIA PRIVATE LIMITED,80 - Trading Company,,ALS-030-R-8B-10B,1,INR,512,420,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,OLE AUTOMATION INDIA PRIVATE LIMITED,80 - Trading Company,,SFC-060DA2-22B-22B-A,1,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/28,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-050SA2-18BJ-24B,50,INR,2940,2394,2301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/28,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFS-08S-22M-16C,150,INR,5424,4898.1,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,VINSAK INDIA PVT LTD,13 - Factory Automation,,SFC-050SA2-15B-22B-B,5,INR,2052,453.37,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFC-050SA2-12B-14B-A,1,INR,1034,453.37,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFC-040SA2-14B-15B-A,1,INR,926,310.6,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-040DA2-14B-14B-B,4,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-040DA2-15B-19B-B,6,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-040DA2-14B-19B-B,4,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,EFD INDUCTION PRIVATE LIMITED,10 - Machine tool,,SFC-080SA2-18B-18B,2,INR,3425.4,1226.19,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,EFD INDUCTION PRIVATE LIMITED,10 - Machine tool,,SFC-080SA2-18B-32B,2,INR,3425.4,1226.19,2301,MPIN,OUT,,
MPIN,1,'2021/12/29,'2022/01/01,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,SFC-035DA2-8B-14B,3,INR,961,427.67,2301,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,SFC-050SA2-16B-18B,1,INR,1034,453.37,2301,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,VICTOR ENTERPRISES,80 - Trading Company,,SFC-060DA2-22B-24B-A,1,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,ALS-055-R-PILOT BORE,4,INR,905,857,2202,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,SHREE MARKETING,80 - Trading Company,,BLS-040-R-CLAMP TYPE,100,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,PSL-G-30,1,INR,1212,757,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/02/28,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,101-20-13G-24V-55DIN,1,INR,39977,27983.7,1301,MPJP,IN,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/02/28,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,AL-075 10-14,2,INR,3892,2557.8,2201,MPJP,IN,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,EFD INDUCTION PRIVATE LIMITED,10 - Machine tool,,SFC-050DA2-18B-24B-B,2,INR,2701,645.71,2301,MPIN,OUT,,
MPIN,1,'2021/12/29,'2022/01/10,OUT,LAKSHMI MACHINE WORKS LIMITED,10 - Machine tool,,SFC-050SA2-18B-24B-B,25,INR,1738,453.37,2301,MPIN,OUT,,
MPIN,1,'2021/12/29,'2022/01/01,OUT,ACE ENTERPRISES,80 - Trading Company,,ALS-030-R-10B-11B,9,INR,512,420,2202,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,ACE ENTERPRISES,80 - Trading Company,,ALS-030-R-8B-11B,6,INR,512,420,2202,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,ACE ENTERPRISES,80 - Trading Company,,ALS-040-R-19B-20B,2,INR,633,555,2202,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,ELECTRONICS DEVICES WORLDWIDE PVT LTD,13 - Factory Automation,,SFC-080SA2-22B-25B,1,INR,3425.4,1226.19,2301,MPIN,OUT,,
MPIN,1,'2021/12/29,'2022/01/01,OUT,Hexamac Industrial Solutions,80 - Trading Company,,SFC-030DA2-10B-14B-C,3,INR,1219,350.48,2301,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,Hexamac Industrial Solutions,80 - Trading Company,,PSL-K-25,3,INR,1748,989,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,SNOWBELL MACHINES PVT LTD,19 - Packaging machinery,,ALS-065-R-22B-32B,1,INR,1982,1302,2202,MPIN,OUT,,
MPIN,1,'2021/12/29,'2022/01/01,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,PSL-G-55,6,INR,2010,1213,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,CLAREO ENGINEERING,80 - Trading Company,,SFC-040DA2-13B-14B-A,1,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,1,'2021/12/29,'2022/01/01,OUT,SWAMI SAMARTH PET INDUSTRIES,13 - Factory Automation,,SFC-060SA2-22B-22B-A,2,INR,2913,797.77,2301,MPIN,OUT,,
MPIN,1,'2021/12/29,'2022/01/01,OUT,SWAMI SAMARTH PET INDUSTRIES,13 - Factory Automation,,SFC-040DA2-10B-10B-A,2,INR,2350,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,SFC-035DA2-8B-14B,3,INR,961,427.67,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,SFC-050SA2-16B-18B,1,INR,1034,453.37,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,VICTOR ENTERPRISES,80 - Trading Company,,SFC-060DA2-22B-24B-A,1,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,SHREE MARKETING,80 - Trading Company,,BLS-040-R-CLAMP TYPE,100,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,PSL-G-30,1,INR,1212,757,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/28,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,101-20-13G-24V-55DIN,1,INR,39977,27983.7,1301,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/28,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,AL-075 10-14,2,INR,3892,2557.8,2201,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,EFD INDUCTION PRIVATE LIMITED,10 - Machine tool,,SFC-050DA2-18B-24B-B,2,INR,2701,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/10,OUT,LAKSHMI MACHINE WORKS LIMITED,10 - Machine tool,,SFC-050SA2-18B-24B-B,25,INR,1738,453.37,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,ACE ENTERPRISES,80 - Trading Company,,ALS-030-R-10B-11B,9,INR,512,420,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,ACE ENTERPRISES,80 - Trading Company,,ALS-030-R-8B-11B,6,INR,512,420,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,ACE ENTERPRISES,80 - Trading Company,,ALS-040-R-19B-20B,2,INR,633,555,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,ELECTRONICS DEVICES WORLDWIDE PVT LTD,13 - Factory Automation,,SFC-080SA2-22B-25B,1,INR,3425.4,1226.19,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,Hexamac Industrial Solutions,80 - Trading Company,,SFC-030DA2-10B-14B-C,3,INR,1219,350.48,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,Hexamac Industrial Solutions,80 - Trading Company,,PSL-K-25,3,INR,1748,989,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,SNOWBELL MACHINES PVT LTD,19 - Packaging machinery,,ALS-065-R-22B-32B,1,INR,1982,1302,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,PSL-G-55,6,INR,2010,1213,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,CLAREO ENGINEERING,80 - Trading Company,,SFC-040DA2-13B-14B-A,1,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/01,OUT,SWAMI SAMARTH PET INDUSTRIES,13 - Factory Automation,,SFC-060SA2-22B-22B-A,2,INR,2913,797.77,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/01,OUT,SWAMI SAMARTH PET INDUSTRIES,13 - Factory Automation,,SFC-040DA2-10B-10B-A,2,INR,2350,447.41,2301,MPIN,OUT,,
MPIN,3,'2021/12/29,'2021/12/30,OUT,"MIDAS EASTERN MACHINE TOOLS PVT. LTD.,",10 - Machine tool,,SFC-050DA2-17B-19B-B,3,INR,2296,645.71,2301,MPIN,OUT,,
MPIN,3,'2021/12/29,'2021/12/31,OUT,FLURO ENGINEERING PVT LTD.,80 - Trading Company,,SFC-020SA2-6B-9B,1,INR,559,212.88,2301,MPIN,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2021/12/22,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,PSL-G-20,1,INR,1013,628,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2022/01/01,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,ALS-055-R-PILOT BORE,4,INR,905,857,2202,MPIN,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2021/12/27,OUT,A.B AUTOMATION,80 - Trading Company,,MFC-020DAE-8B-8B,20,INR,200,219,2909,MPIN,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2021/12/28,OUT,A.B AUTOMATION,80 - Trading Company,,ALS-065-R-20B-20B,4,INR,1506,1302,2202,MPIN,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFC-060DA2-18B-19B-A,1,INR,1887,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2021/12/27,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFC-035SA2-8B-8B,3,INR,709,289.82,2301,MPIN,OUT,,13 - Factory Automation
MPIN,3,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFC-060SA2-22B-22B-A,1,INR,1468,797.77,2301,MPIN,OUT,,13 - Factory Automation
