据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20211229,20220104,OUT,OKUMA,1000,123146000,PSL-G-30,10,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,29
MPSH,1,20211229,20220125,OUT,OKUMA,1000,123146200,PSL-G-35,9,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,30
MPSH,1,20211229,20220301,OUT,OKUMA,1000,121412300,SFF-080SS-30K-35KS,48,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,31
MPSH,1,20211229,20220106,OUT,NICHIDEN,8000,122557200,SFC-010DA2-4.5B-6B,10,RMB,132,,2301,MPTJ,OUT,丝路咖,1130,32
MPSH,1,20211229,20220228,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,33
MPSH,1,20211229,20220228,OUT,SHINMAYWA,1900,121375500,SFC-020DA2-6B-8B,10,RMB,148,,2301,MPTJ,OUT,新明和,9099,34
MPSH,1,20211229,20220228,OUT,SHINMAYWA,1900,121386100,SFC-030DA2-8B-14B,20,RMB,157,,2301,MPTJ,OUT,新明和,9099,35
MPSH,1,20211229,20211231,OUT,BITPASS,8000,125974800,SFC-025DA2-10B-10B,12,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,36
MPSH,1,20211229,20211230,OUT,BITPASS,8000,121503400,SFC-040DA2-15B-19B,2,RMB,73,,2301,MPTJ,OUT,昆山鸿仕达,1140,37
MPSH,1,20211229,20211230,OUT,BITPASS,8000,125974800,SFC-025DA2-10B-10B,8,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,38
