据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220111,20220119,OUT,ACE,8000,,ALS-055ARN-20BHA-25BHA,5,RMB,106,,2202,MPTJ,OUT,,,27
MPSH,1,20220111,20220119,OUT,ACE,8000,122014000,SFC-010SA2-6.35B-8B,200,RMB,78,,2301,MPTJ,OUT,,,28
MPSH,1,20220111,20220119,OUT,ACE,8000,,CS-12-33N 24V 25JIS,50,RMB,311,,1301,MPTJ,OUT,东软飞利浦,1410,29
MPSH,1,20220111,20220119,OUT,ACE,8000,,AK-140-MAT-19N,1,RMB,294,,3101,MPTJ,OUT,东莞丰顺,2390,30
MPSH,1,20220111,20220119,OUT,ACE,8000,,PE-155-MAT-18H,3,RMB,294,,3101,MPTJ,OUT,,,31
MPSH,1,20220111,20220119,OUT,ACE,8000,121912000,SFC-060SA2-16B-20B,5,RMB,258,,2301,MPTJ,OUT,,,32
MPSH,1,20220111,20220119,OUT,ACE,8000,121848500,SFC-060SA2-16B-22B,5,RMB,258,,2301,MPTJ,OUT,,,33
MPSH,1,20220111,20220119,OUT,ACE,8000,121960300,SFC-060SA2-12B-16B,5,RMB,258,,2301,MPTJ,OUT,,,34
MPSH,1,20220111,20220119,OUT,ACE,8000,123016300,SFC-090DA2-25B-35B,1,RMB,393,,2301,MPTJ,OUT,,,35
MPSH,1,20220111,20220119,OUT,ACE,8000,123132400,SFC-035DA2-9.525B-15B,20,RMB,141,,2301,MPTJ,OUT,,,36
MPSH,1,20220111,20220125,OUT,YONGFUWANG-SHENZHENG,8000,,SFC-050DA2-19K-20B,1,RMB,259,,2301,MPTJ,OUT,捷控,1410,37
MPSH,1,20220111,20220125,OUT,YONGFUWANG-SHENZHENG,8000,,ALS-055ARN-20BHA-22BHA,1,RMB,122,,2202,MPTJ,OUT,捷控,1410,38
MPSH,1,20220111,20220304,OUT,ANSEN,8000,106803900,JK2 SC附属,6,RMB,2658,,3104,MPJP,IN,贝卡尔特,9002,39
MPSH,1,20220111,20220304,OUT,ANSEN,8000,108922900,NSS 13.9.14,2,RMB,4253,,2902,MPJP,IN,杭州轻工业,2320,40
MPSH,1,20220111,20220304,OUT,ANSEN,8000,129797100,SFC-050SA2-19BJ-25BJ,5,RMB,390,,2301,MPJP,IN,,,41
MPSH,1,20220111,20220304,OUT,ANSEN,8000,129990100,TT-2X-01-22H-18H-8NM,1,RMB,1158,,3105,MPJP,IN,,,42
MPSH,1,20220111,20220304,OUT,ANSEN,8000,123142100,PSL-D-20,2,RMB,248,,2602,MPJP,IN,,,43
MPSH,1,20220111,20220304,OUT,ANSEN,8000,071082300,AL-090,100,RMB,52,,2202,MPJP,IN,上海启翔,2390,44
MPSH,1,20220111,20220304,OUT,ANSEN,8000,130823400,SFM-120DS-T008N,3,RMB,2650,,2302,MPJP,IN,南通常测,1520,45
MPSH,1,20220111,20220207,OUT,ANSEN,8000,122303200,CS-08-33G 24V 15JIS,4,RMB,337,,1301,MPTJ,OUT,,,46
MPSH,1,20220111,20220207,OUT,ANSEN,8000,,CS-12-33N 24V 25JIS,25,RMB,303,,1301,MPTJ,OUT,安徽绩溪,9002,47
MPSH,1,20220111,20220214,OUT,ANSEN,8000,,AK-90-MAT-14,6,RMB,235,,3101,MPTJ,OUT,,,48
MPSH,1,20220111,20220214,OUT,ANSEN,8000,,CS-10-33N 24V 20JIS,20,RMB,266,,1301,MPTJ,OUT,,,49
MPSH,1,20220111,20220214,OUT,ANSEN,8000,,101-08-13N 24V 15JIS,20,RMB,144,,1301,MPTJ,OUT,,,50
MPSH,1,20220111,20220117,OUT,ANSEN,8000,,CS-12-33N 24V 25DIN,16,RMB,303,,1301,MPTJ,OUT,常州坚新,1610,51
MPSH,1,20220111,20220117,OUT,ANSEN,8000,,111-10-11N 24V 25DIN,20,RMB,181,,1301,MPTJ,OUT,,,52
MPSH,1,20220111,20220124,OUT,ANSEN,8000,123001000,SFC-080DA2-24B-32B,72,RMB,314,,2301,MPTJ,OUT,天津精诚,1010,53
MPSH,1,20220111,20220207,OUT,ANSEN,8000,,SFC-100SA2-38K-38K,2,RMB,364,,2301,MPTJ,OUT,,,54
MPSH,1,20220111,20220124,OUT,ANSEN,8000,122303700,CS-10-33G 24V 20JIS,10,RMB,352,,1301,MPTJ,OUT,杭州中亚,1910,55
MPSH,1,20220111,20220328,OUT,NICHIDEN,8000,121776100,SFC-010DA2-5B-8B,50,RMB,113,,2301,MPTJ,OUT,丝路咖,1130,56
MPSH,1,20220111,20220210,OUT,NICHIDEN,8000,121842500,SFC-040DA2-15B-18B,6,RMB,192,,2301,MPTJ,OUT,嘉睦科技,0190,57
MPSH,1,20220111,20220119,OUT,ACE,8000,,SFF-090SS-35K-40KK,60,RMB,362,,2302,MPTJ,OUT,宁波海天,1010,58
MPSH,1,20220111,20220119,OUT,ACE,8000,,SFF-090SS-40K-40KK,6,RMB,341,,2302,MPTJ,OUT,宁波海天,1010,59
MPSH,1,20220111,20220119,OUT,ACE,8000,127322600,SFF-100DS-40K-40KK,20,RMB,510,,2302,MPTJ,OUT,宁波海天,1010,60
MPSH,1,20220111,20220119,OUT,ACE,8000,125242800,SRG-060AS-35K-35KS,50,RMB,159,,2303,MPTJ,OUT,宁波海天,1010,61
MPSH,1,20220111,20220119,OUT,ACE,8000,121826300,SFC-035SA2-8B-10B,1,RMB,102,,2301,MPTJ,OUT,,,62
MPSH,1,20220111,20220119,OUT,ACE,8000,121354500,SFC-040DA2-12B-14B,1,RMB,160,,2301,MPTJ,OUT,,,63
MPSH,1,20220111,20220119,OUT,ACE,8000,121901700,SFC-040SA2-11B-15B,5,RMB,118,,2301,MPTJ,OUT,,,64
MPSH,1,20220111,20220119,OUT,ACE,8000,121756100,SFC-060SA2-19B-20B,5,RMB,258,,2301,MPTJ,OUT,,,65
MPSH,1,20220111,20220119,OUT,ACE,8000,121880000,SFC-020SA2-5B-7B,1,RMB,85,,2301,MPTJ,OUT,,,66
MPSH,1,20220111,20220119,OUT,ACE,8000,121842100,SFC-040DA2-9B-15B,3,RMB,160,,2301,MPTJ,OUT,,,67
MPSH,1,20220111,20220119,OUT,ACE,8000,,ALS-095ARN-35BHA-35BHA,60,RMB,277,,2202,MPTJ,OUT,南京腾阳,1010,68
MPSH,1,20220111,20220218,OUT,ACE,8000,121706500,BEM-2H 360L,2000,RMB,44,,1901,MPJP,IN,成都天奥,1510,69
MPSH,1,20220111,20220218,OUT,ACE,8000,105636700,ETP-T-40,3,RMB,991,,2601,MPJP,IN,天津金桥,9092,70
MPSH,1,20220111,20220218,OUT,ACE,8000,103541600,546-21-34-NF 24V 30DIN,4,RMB,3500,,1501,MPJP,IN,,,71
MPSH,1,20220111,20220218,OUT,ACE,8000,110544800,spider L-050,11,RMB,9,,2202,MPJP,IN,,,72
MPSH,1,20220111,20220218,OUT,ACE,8000,110544900,spider L-070,20,RMB,11,,2202,MPJP,IN,,,73
MPSH,1,20220111,20220218,OUT,ACE,8000,110545000,spider L-075,20,RMB,13,,2202,MPJP,IN,,,74
MPSH,1,20220111,20220119,OUT,ACE,8000,,ALS-065ARN-35BHA-35BHA,20,RMB,114,,2202,MPTJ,OUT,宁波海天,1010,75
MPSH,1,20220111,20220304,OUT,ACE,8000,108342000,NSS 7.7.9,10,RMB,2176,,2902,MPJP,IN,晋江海纳,9004,76
MPSH,1,20220111,20220304,OUT,ACE,8000,105634700,ETP-T-25,20,RMB,800,,2601,MPJP,IN,青岛高校,0920,77
MPSH,1,20220111,20220304,OUT,ACE,8000,105637400,ETP-T-50,20,RMB,1032,,2601,MPJP,IN,天津金桥,9092,78
MPSH,1,20220111,20220304,OUT,ACE,8000,104626900,SFS-08S-T085CA,20,RMB,647,,2302,MPJP,IN,西安北村,1010,79
MPSH,1,20220111,20220304,OUT,ACE,8000,104618000,SFS-08S-T087CA,20,RMB,647,,2302,MPJP,IN,西安北村,1010,80
MPSH,1,20220111,20220304,OUT,ACE,8000,121519100,BXW-04-10H-24V-10,20,RMB,177,,1201,MPJP,IN,,,81
MPSH,1,20220111,20220119,OUT,ACE,8000,123146000,PSL-G-30,24,RMB,112,,2602,MPTJ,OUT,,,82
MPSH,1,20220111,20220119,OUT,ACE,8000,,ALS-055ARN-17BHA-22BHA,48,RMB,106,,2202,MPTJ,OUT,,,83
MPSH,1,20220111,20220309,OUT,ACE,8000,,SFC-050DA2-24B-24K,8,RMB,176,,2301,MPTJ,OUT,青岛高测,1010,84
MPSH,1,20220111,20220119,OUT,ACE,8000,121851400,SFC-050SA2-15B-22B,2,RMB,167,,2301,MPTJ,OUT,,,85
MPSH,1,20220111,20220119,OUT,ACE,8000,121265900,SFF-100DS-32K-32K,2,RMB,513,,2302,MPTJ,OUT,青岛高测,1010,86
MPSH,1,20220111,20220119,OUT,ACE,8000,,ALS-065ARN-22BHA-28BHA,1,RMB,143,,2202,MPTJ,OUT,,,87
MPSH,1,20220111,20220119,OUT,ACE,8000,121608300,SFC-020DA2-8B-10B,2,RMB,118,,2301,MPTJ,OUT,,,88
MPSH,1,20220111,20220119,OUT,ACE,8000,123143100,PSL-D-40,8,RMB,521,,2602,MPTJ,OUT,,,89
MPSH,1,20220111,20220119,OUT,ACE,8000,121503400,SFC-040DA2-15B-19B,32,RMB,160,,2301,MPTJ,OUT,,,90
MPSH,1,20220111,20220119,OUT,ACE,8000,,ALS-040ARN-12BHA-19BHA,10,RMB,71,,2202,MPTJ,OUT,,,91
MPSH,1,20220111,20220304,OUT,ACE,8000,126813500,SFH-190S-T015,10,RMB,2509,,2302,MPJP,IN,宁波海天,1010,92
MPSH,1,20220111,20220119,OUT,BITPASS,8000,121859300,SFC-050DA2-14B-18B,80,RMB,101,,2301,MPTJ,OUT,苏州赛腾,1590,93
MPSH,1,20220111,20220118,OUT,BITPASS,8000,121609100,SFC-060SA2-17B-22B,60,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,94
MPSH,1,20220111,20220118,OUT,BITPASS,8000,121912100,SFC-060SA2-16B-25B,3,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,95
MPSH,1,20220111,20220114,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,20,RMB,61,,2301,MPTJ,OUT,上海联泰,1190,96
MPSH,1,20220111,20220118,OUT,BITPASS,8000,121921200,SFC-060DA2-12B-15B,2,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,97
MPSH,1,20220111,20220118,OUT,BITPASS,8000,121922800,SFC-060DA2-18B-19B,4,RMB,159,,2301,MPTJ,OUT,上海联泰,1190,98
MPSH,1,20220111,20220112,OUT,BITPASS,8000,,ALS-080ARN-30BHA-32BHA,5,RMB,176,,2202,MPTJ,OUT,福建汇隆,1010,99
MPSH,1,20220111,20220112,OUT,BITPASS,8000,,ALS-080ARN-30BHA-35BHA,5,RMB,176,,2202,MPTJ,OUT,福建汇隆,1010,100
MPSH,1,20220111,20220112,OUT,BITPASS,8000,,ALS-080ARN-38BHA-40BHA,5,RMB,176,,2202,MPTJ,OUT,福建汇隆,1010,101
MPSH,1,20220111,20220119,OUT,BITPASS,8000,121830200,SFC-040DA2-16B-19B,22,RMB,73,,2301,MPTJ,OUT,上海联泰,1190,102
MPSH,1,20220111,20220119,OUT,BITPASS,8000,121847800,SFC-060SA2-24B-24B,22,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,103
MPSH,1,20220111,20220119,OUT,BITPASS,8000,121830200,SFC-040DA2-16B-19B,4,RMB,73,,2301,MPTJ,OUT,上海联泰,1190,104
MPSH,1,20220111,20220119,OUT,BITPASS,8000,121847800,SFC-060SA2-24B-24B,4,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,105
MPSH,1,20220111,20220113,OUT,BITPASS,8000,125548600,SFC-025DA2-8B-14B,2,RMB,60,,2301,MPTJ,OUT,昆山鸿仕达,1140,106
MPSH,1,20220111,20220121,OUT,BITPASS,8000,121727700,SFC-035SA2-8B-14B,20,RMB,48,,2301,MPTJ,OUT,上海联泰,1190,107
MPSH,1,20220111,20220121,OUT,BITPASS,8000,123017300,SFC-090DA2-30B-38B,2,RMB,393,,2301,MPTJ,OUT,河北百拓,1510,108
MPSH,1,20220111,20220117,OUT,BITPASS,8000,121595900,SFC-050SA2-24B-24B,1,RMB,75,,2301,MPTJ,OUT,上海联泰,1190,109
MPSH,1,20220111,20220112,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,6,RMB,58,,2301,MPTJ,OUT,昆山杰士德,1190,110
MPSH,1,20220111,20220112,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,1,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,111
MPSH,1,20220111,20220112,OUT,BITPASS,8000,125718300,SFC-035SA2-10B-13B,1,RMB,48,,2301,MPTJ,OUT,昆山杰士德,1190,112
MPSH,1,20220111,20220112,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,4,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,113
MPSH,1,20220111,20220216,OUT,BITPASS,8000,103191100,102-05-13 24V 10DIN,1500,RMB,181,,1101,MPJP,IN,苏州迈为,1190,114
